Event	ID	Name			Wwise Object Path	Notes
	8782740	Sun_fail			\Default Work Unit\Sun_fail	
	477318044	Thunder_fail			\Default Work Unit\Thunder_fail	
	660322461	Stop_Sun_fail			\Default Work Unit\Stop_Sun_fail	
	1287545852	Thunder_circle			\Default Work Unit\Thunder_circle	
	2385628198	Footsteps			\Default Work Unit\Footsteps	
	2394515795	Stop_Knife			\Default Work Unit\Stop_Knife	
	2671209179	Knife_Fail			\Default Work Unit\Knife_Fail	
	2811031212	Knife_Loop_Start			\Default Work Unit\Knife_Loop_Start	
	3561017543	Thunder_hit			\Default Work Unit\Thunder_hit	
	3632834637	Knife_Flyby			\Default Work Unit\Knife_Flyby	

Switch Group	ID	Name			Wwise Object Path	Notes
	1444948632	Footsteps_ground			\Default Work Unit\Footsteps_ground	

Switch	ID	Name	Switch Group			Notes
	3126687001	Paper	Footsteps_ground			
	4004201255	Dirty	Footsteps_ground			

Game Parameter	ID	Name			Wwise Object Path	Notes
	3514092254	Sunburn_time			\Default Work Unit\Sunburn_time	
	3917897988	Distance_to_player			\Default Work Unit\Distance_to_player	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	4526779	S_SFX_TOR_RATTLE05	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\S_SFX_TOR_RATTLE05_65D90262.wem		\Actor-Mixer Hierarchy\Default Work Unit\Couteau\Knife loops\Knife_texture_distance_blend\Rattle\S_SFX_TOR_RATTLE05		182344
	24175894	footdi1	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\footdi1_9209B708.wem		\Actor-Mixer Hierarchy\Default Work Unit\Liya\Footsteps\Footswitch\Dirt\footdi1		32200
	27220459	S_SFX_TOR_TEARLP-008	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\S_SFX_TOR_TEARLP-008_E606D6A7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Couteau\Knife loops\Knife_texture_distance_blend\TearLP\S_SFX_TOR_TEARLP-008		204044
	28522372	S_SFX_DIE_TOR_HITKNIFE03	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\S_SFX_DIE_TOR_HITKNIFE03_9209B708.wem		\Actor-Mixer Hierarchy\Default Work Unit\Couteau\Knife Events\Hit\S_SFX_DIE_TOR_HITKNIFE03		103192
	40808771	S_SFX_DIE_TOR_HITLIYA_17	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\S_SFX_DIE_TOR_HITLIYA_17_9209B708.wem		\Actor-Mixer Hierarchy\Default Work Unit\Liya\Hurt\Short hurt\S_SFX_DIE_TOR_HITLIYA_17		76173
	52979081	S_SFX_TOR_RATTLE02	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\S_SFX_TOR_RATTLE02_E606D6A7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Couteau\Knife loops\Knife_texture_distance_blend\Rattle\S_SFX_TOR_RATTLE02		192646
	62804544	S_SFX_POC_FOOTS-008	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\S_SFX_POC_FOOTS-008_9209B708.wem		\Actor-Mixer Hierarchy\Default Work Unit\Liya\Footsteps\Footswitch\Paper\S_SFX_POC_FOOTS-008		38922
	69349838	S_SFX_DIE_TOR_Knife-Woosh2	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\S_SFX_DIE_TOR_Knife-Woosh2_9209B708.wem		\Actor-Mixer Hierarchy\Default Work Unit\Couteau\Knife Events\Woosh\S_SFX_DIE_TOR_Knife-Woosh2		341889
	73860518	footdi7	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\footdi7_9209B708.wem		\Actor-Mixer Hierarchy\Default Work Unit\Liya\Footsteps\Footswitch\Dirt\footdi7		42695
	81542232	S_SFX_TOR_RATTLE01	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\S_SFX_TOR_RATTLE01_E606D6A7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Couteau\Knife loops\Knife_texture_distance_blend\Rattle\S_SFX_TOR_RATTLE01		182008
